Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Name,Height,Weight,Year_Born
26,26,2014-12-20,26-228,NOP,,POR,L (-26),0,26:03,6,11,.545,1,5,.200,3,3,1.000,3,2,5,3,0,0,1,1,16,14.1,-4,Ryan Anderson,6-9,240lb,1988
27,27,2014-12-21,26-229,NOP,@,OKC,W (+2),0,26:46,5,15,.333,3,9,.333,1,1,1.000,0,1,1,1,0,0,0,1,14,6.1,+11,Ryan Anderson,6-9,240lb,1988
28,28,2014-12-23,26-231,NOP,@,IND,L (-12),0,28:39,1,8,.125,0,6,.000,2,2,1.000,1,2,3,0,0,0,1,6,4,-3.3,-11,Ryan Anderson,6-9,240lb,1988
29,29,2014-12-26,26-234,NOP,,SAS,W (+7),0,32:34,7,15,.467,2,6,.333,6,6,1.000,2,5,7,2,1,0,1,3,22,17.4,+11,Ryan Anderson,6-9,240lb,1988
30,30,2014-12-27,26-235,NOP,@,CHI,L (-7),0,24:44,4,11,.364,2,6,.333,3,4,.750,1,4,5,0,0,0,0,3,13,7.2,-3,Ryan Anderson,6-9,240lb,1988
31,31,2014-12-30,26-238,NOP,,PHO,W (+4),0,27:44,8,10,.800,3,4,.750,0,2,.000,1,3,4,1,0,0,3,2,19,12.9,-1,Ryan Anderson,6-9,240lb,1988
32,32,2014-12-31,26-239,NOP,@,SAS,L (-2),0,38:25,7,18,.389,2,8,.250,2,2,1.000,4,7,11,2,0,0,2,2,18,11.7,-3,Ryan Anderson,6-9,240lb,1988
33,33,2015-01-02,26-241,NOP,,HOU,W (+28),0,24:16,9,14,.643,3,6,.500,1,1,1.000,1,4,5,1,1,0,2,0,22,17.4,+9,Ryan Anderson,6-9,240lb,1988
34,34,2015-01-05,26-244,NOP,,WAS,L (-7),0,27:52,4,12,.333,3,5,.600,3,5,.600,1,2,3,3,1,0,0,3,14,9.6,-4,Ryan Anderson,6-9,240lb,1988
35,35,2015-01-07,26-246,NOP,@,CHO,L (-4),0,29:00,2,8,.250,0,2,.000,2,2,1.000,0,3,3,0,1,0,0,2,6,2.3,-7,Ryan Anderson,6-9,240lb,1988
36,36,2015-01-09,26-248,NOP,,MEM,W (+11),0,31:45,8,17,.471,4,8,.500,0,0,,2,4,6,1,0,0,3,1,20,11.2,+7,Ryan Anderson,6-9,240lb,1988
37,37,2015-01-12,26-251,NOP,@,BOS,L (-8),0,27:23,2,8,.250,2,5,.400,2,2,1.000,1,3,4,2,2,1,3,4,8,4.3,+2,Ryan Anderson,6-9,240lb,1988
38,38,2015-01-14,26-253,NOP,@,DET,W (+11),0,34:11,6,12,.500,2,5,.400,3,4,.750,1,2,3,2,0,1,1,4,17,11.4,+7,Ryan Anderson,6-9,240lb,1988
39,39,2015-01-16,26-255,NOP,@,PHI,L (-15),1,34:46,2,11,.182,1,4,.250,3,4,.750,2,6,8,0,0,0,2,1,8,1.5,-28,Ryan Anderson,6-9,240lb,1988
40,40,2015-01-18,26-257,NOP,@,TOR,W (+2),1,26:46,3,11,.273,2,7,.286,1,2,.500,2,2,4,2,0,0,3,4,9,0.9,-20,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
41,41,2015-01-19,26-258,NOP,@,NYK,L (-7),1,36:51,4,17,.235,3,13,.231,0,0,,0,1,1,0,0,1,2,0,11,-0.3,+4,Ryan Anderson,6-9,240lb,1988
42,42,2015-01-21,26-260,NOP,,LAL,W (+16),0,22:45,2,7,.286,1,4,.250,1,2,.500,1,3,4,1,0,1,2,0,6,2.5,+1,Ryan Anderson,6-9,240lb,1988
43,,2015-01-23,26-262,NOP,@,MIN,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
44,43,2015-01-25,26-264,NOP,,DAL,W (+3),0,27:45,6,10,.600,2,3,.667,4,4,1.000,1,4,5,1,0,1,0,1,18,16.3,+1,Ryan Anderson,6-9,240lb,1988
45,44,2015-01-26,26-265,NOP,,PHI,W (+25),0,24:26,7,14,.500,4,5,.800,1,2,.500,4,3,7,0,3,0,0,1,19,17.9,+2,Ryan Anderson,6-9,240lb,1988
46,45,2015-01-28,26-267,NOP,,DEN,L (-8),0,29:20,3,10,.300,0,3,.000,5,5,1.000,3,4,7,1,0,0,1,1,11,7.8,-16,Ryan Anderson,6-9,240lb,1988
47,46,2015-01-30,26-269,NOP,,LAC,W (+5),1,36:09,6,17,.353,5,11,.455,7,7,1.000,4,5,9,1,1,0,0,4,24,18.9,+7,Ryan Anderson,6-9,240lb,1988
48,47,2015-02-02,26-272,NOP,,ATL,W (+15),0,28:10,5,10,.500,1,4,.250,4,4,1.000,1,5,6,0,0,1,2,1,15,10.5,+15,Ryan Anderson,6-9,240lb,1988
49,48,2015-02-04,26-274,NOP,,OKC,L (-11),0,28:53,7,17,.412,3,8,.375,2,2,1.000,4,1,5,1,2,0,2,2,19,12.9,-14,Ryan Anderson,6-9,240lb,1988
50,49,2015-02-06,26-276,NOP,@,OKC,W (+3),0,28:05,4,9,.444,2,5,.400,7,9,.778,0,4,4,1,0,2,2,3,17,11.6,+20,Ryan Anderson,6-9,240lb,1988
51,50,2015-02-07,26-277,NOP,,CHI,L (-35),0,22:52,1,11,.091,0,5,.000,2,2,1.000,3,3,6,1,0,0,0,0,4,0.4,-28,Ryan Anderson,6-9,240lb,1988
52,,2015-02-09,26-279,NOP,,UTA,L (-4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
53,,2015-02-11,26-281,NOP,,IND,L (-13),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
54,51,2015-02-20,26-290,NOP,@,ORL,L (-11),0,26:31,4,11,.364,1,6,.167,4,6,.667,1,2,3,1,2,1,0,0,13,10.8,0,Ryan Anderson,6-9,240lb,1988
55,52,2015-02-21,26-291,NOP,@,MIA,W (+14),0,6:54,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,0,1,0,4,2.0,-4,Ryan Anderson,6-9,240lb,1988
56,,2015-02-23,26-293,NOP,,TOR,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
57,,2015-02-25,26-295,NOP,,BRK,W (+6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
58,,2015-02-27,26-297,NOP,,MIA,W (+2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
59,,2015-03-01,26-299,NOP,@,DEN,W (+7),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Ryan Anderson,6-9,240lb,1988
60,,2015-03-02,26-300,NOP,@,DAL,L (-9),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
61,,2015-03-04,26-302,NOP,,DET,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
62,,2015-03-06,26-304,NOP,,BOS,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
63,,2015-03-07,26-305,NOP,,MEM,W (+6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
64,,2015-03-09,26-307,NOP,@,MIL,W (+11),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Ryan Anderson,6-9,240lb,1988
65,,2015-03-10,26-308,NOP,@,BRK,W (+20),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Ryan Anderson,6-9,240lb,1988
66,,2015-03-15,26-313,NOP,,DEN,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
67,,2015-03-17,26-315,NOP,,MIL,W (+1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
68,,2015-03-19,26-317,NOP,@,PHO,L (-2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
69,,2015-03-20,26-318,NOP,@,GSW,L (-16),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
70,,2015-03-22,26-320,NOP,@,LAC,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
71,,2015-03-25,26-323,NOP,,HOU,L (-2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
72,,2015-03-27,26-325,NOP,,SAC,W (+14),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
73,,2015-03-29,26-327,NOP,,MIN,W (+22),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Ryan Anderson,6-9,240lb,1988
74,53,2015-04-01,26-330,NOP,@,LAL,W (+21),0,21:35,5,11,.455,2,4,.500,5,6,.833,0,3,3,1,0,0,0,1,17,12.1,+16,Ryan Anderson,6-9,240lb,1988
75,54,2015-04-03,26-332,NOP,@,SAC,W (+6),0,19:58,2,9,.222,1,5,.200,4,5,.800,2,3,5,0,0,0,1,1,9,4.0,+3,Ryan Anderson,6-9,240lb,1988
76,55,2015-04-04,26-333,NOP,@,POR,L (-9),0,18:21,2,6,.333,2,4,.500,0,0,,0,1,1,1,0,0,1,2,6,1.8,-11,Ryan Anderson,6-9,240lb,1988
77,56,2015-04-07,26-336,NOP,,GSW,W (+3),0,30:49,5,15,.333,2,7,.286,0,0,,3,6,9,2,0,1,1,1,12,8.1,+10,Ryan Anderson,6-9,240lb,1988
78,57,2015-04-08,26-337,NOP,@,MEM,L (-36),0,12:52,0,6,.000,0,2,.000,0,0,,0,1,1,0,1,0,1,0,0,-3.9,-21,Ryan Anderson,6-9,240lb,1988
79,58,2015-04-10,26-339,NOP,,PHO,W (+15),0,18:26,1,7,.143,1,3,.333,0,0,,1,2,3,0,0,2,1,1,3,-0.2,+2,Ryan Anderson,6-9,240lb,1988
80,59,2015-04-12,26-341,NOP,@,HOU,L (-7),0,27:02,6,13,.462,2,7,.286,1,1,1.000,3,1,4,0,0,0,1,2,15,8.9,-6,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
81,60,2015-04-13,26-342,NOP,@,MIN,W (+12),0,18:13,2,8,.250,0,2,.000,1,1,1.000,0,2,2,0,0,0,0,1,5,0.4,+1,Ryan Anderson,6-9,240lb,1988
82,61,2015-04-15,26-344,NOP,,SAS,W (+5),0,21:01,2,3,.667,1,1,1.000,0,0,,0,3,3,1,0,1,0,1,5,5.6,+8,Ryan Anderson,6-9,240lb,1988
1,1,2015-10-27,27-174,NOP,@,GSW,L (-16),0,28:40,2,7,.286,1,3,.333,4,5,.800,2,4,6,1,1,0,3,2,9,5.0,-8,Ryan Anderson,6-9,240lb,1988
2,2,2015-10-28,27-175,NOP,@,POR,L (-18),0,38:32,9,20,.450,3,9,.333,0,1,.000,0,9,9,1,1,0,2,1,21,12.2,-2,Ryan Anderson,6-9,240lb,1988
3,3,2015-10-31,27-178,NOP,,GSW,L (-14),0,30:01,8,16,.500,2,4,.500,1,1,1.000,3,4,7,0,0,1,1,0,19,14.0,-2,Ryan Anderson,6-9,240lb,1988
4,4,2015-11-03,27-181,NOP,,ORL,L (-9),0,26:36,4,15,.267,3,7,.429,3,4,.750,1,3,4,0,3,1,0,1,14,9.6,-12,Ryan Anderson,6-9,240lb,1988
5,5,2015-11-06,27-184,NOP,,ATL,L (-6),0,29:33,4,10,.400,2,7,.286,0,0,,2,3,5,4,0,2,1,3,10,8.9,-7,Ryan Anderson,6-9,240lb,1988
6,6,2015-11-07,27-185,NOP,@,DAL,L (-9),0,35:12,8,15,.533,1,5,.200,4,4,1.000,2,7,9,1,0,1,2,2,21,15.8,-18,Ryan Anderson,6-9,240lb,1988
7,7,2015-11-10,27-188,NOP,,DAL,W (+15),0,28:27,10,16,.625,2,4,.500,3,4,.750,5,6,11,1,0,0,2,3,25,20.2,+14,Ryan Anderson,6-9,240lb,1988
8,8,2015-11-11,27-189,NOP,@,ATL,L (-8),1,35:00,7,16,.438,2,5,.400,1,1,1.000,5,6,11,0,0,0,3,1,17,10.5,-7,Ryan Anderson,6-9,240lb,1988
9,9,2015-11-13,27-191,NOP,@,TOR,L (-19),1,32:54,2,9,.222,0,3,.000,1,2,.500,0,6,6,2,0,0,1,0,5,1.3,-19,Ryan Anderson,6-9,240lb,1988
10,10,2015-11-15,27-193,NOP,@,NYK,L (-8),0,26:04,5,11,.455,2,5,.400,4,4,1.000,0,5,5,0,0,0,3,1,16,8.4,+2,Ryan Anderson,6-9,240lb,1988
11,11,2015-11-17,27-195,NOP,,DEN,L (-17),0,34:00,10,17,.588,1,4,.250,3,4,.750,2,4,6,2,0,0,0,1,24,19.3,-8,Ryan Anderson,6-9,240lb,1988
12,12,2015-11-18,27-196,NOP,@,OKC,L (-7),1,43:57,13,25,.520,4,10,.400,0,0,,4,3,7,3,2,0,3,3,30,21.3,-7,Ryan Anderson,6-9,240lb,1988
13,13,2015-11-20,27-198,NOP,,SAS,W (+14),0,33:26,12,21,.571,6,11,.545,0,0,,1,6,7,0,0,0,2,0,30,20.6,+16,Ryan Anderson,6-9,240lb,1988
14,14,2015-11-22,27-200,NOP,,PHO,W (+6),0,33:19,8,14,.571,4,7,.571,9,9,1.000,1,4,5,0,0,1,1,2,29,23.2,+3,Ryan Anderson,6-9,240lb,1988
15,15,2015-11-25,27-203,NOP,@,PHO,W (+6),0,37:11,7,13,.538,1,3,.333,5,7,.714,2,4,6,1,0,0,1,1,20,14.8,+13,Ryan Anderson,6-9,240lb,1988
16,16,2015-11-27,27-205,NOP,@,LAC,L (-21),0,23:04,3,14,.214,1,3,.333,2,2,1.000,6,2,8,0,2,1,1,4,9,5.3,-12,Ryan Anderson,6-9,240lb,1988
17,17,2015-11-28,27-206,NOP,@,UTA,L (-14),0,38:12,1,7,.143,1,4,.250,6,6,1.000,0,2,2,5,1,1,2,2,9,7.5,+1,Ryan Anderson,6-9,240lb,1988
18,18,2015-12-01,27-209,NOP,,MEM,L (-9),0,33:27,6,16,.375,2,6,.333,2,2,1.000,2,6,8,2,0,0,0,2,16,11.0,-13,Ryan Anderson,6-9,240lb,1988
19,19,2015-12-02,27-210,NOP,@,HOU,L (-7),0,27:14,7,18,.389,3,9,.333,2,2,1.000,5,5,10,0,0,2,6,5,19,7.6,-5,Ryan Anderson,6-9,240lb,1988
20,20,2015-12-04,27-212,NOP,,CLE,W (+6),0,31:36,5,12,.417,2,6,.333,6,7,.857,3,2,5,0,1,0,3,3,18,10.7,+10,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
21,21,2015-12-07,27-215,NOP,,BOS,L (-18),0,33:38,7,17,.412,1,2,.500,3,4,.750,5,4,9,2,0,0,1,2,18,12.8,-11,Ryan Anderson,6-9,240lb,1988
22,,2015-12-11,27-219,NOP,,WAS,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
23,,2015-12-12,27-220,NOP,@,CHI,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
24,22,2015-12-14,27-222,NOP,@,POR,L (-4),0,31:02,5,16,.313,2,7,.286,4,4,1.000,0,4,4,0,1,0,0,1,16,8.6,-5,Ryan Anderson,6-9,240lb,1988
25,23,2015-12-16,27-224,NOP,@,UTA,W (+10),0,34:10,5,10,.500,1,1,1.000,13,13,1.000,1,3,4,1,2,0,1,1,24,21.9,+11,Ryan Anderson,6-9,240lb,1988
26,24,2015-12-18,27-226,NOP,@,PHO,L (-16),0,21:18,0,3,.000,0,0,,3,3,1.000,0,2,2,0,0,0,3,1,3,-1.9,+4,Ryan Anderson,6-9,240lb,1988
27,25,2015-12-20,27-228,NOP,@,DEN,W (+5),0,31:50,6,12,.500,2,3,.667,2,3,.667,2,3,5,1,0,1,2,1,16,10.9,+7,Ryan Anderson,6-9,240lb,1988
28,26,2015-12-23,27-231,NOP,,POR,W (+26),0,26:40,4,11,.364,3,7,.429,2,2,1.000,1,5,6,1,0,1,3,0,13,7.5,+15,Ryan Anderson,6-9,240lb,1988
29,27,2015-12-25,27-233,NOP,@,MIA,L (-6),0,37:18,7,14,.500,3,6,.500,1,1,1.000,2,6,8,1,1,0,1,3,18,13.7,+2,Ryan Anderson,6-9,240lb,1988
30,28,2015-12-26,27-234,NOP,,HOU,W (+2),0,22:44,6,9,.667,2,4,.500,2,3,.667,2,3,5,1,0,1,2,2,16,12.6,+1,Ryan Anderson,6-9,240lb,1988
31,29,2015-12-28,27-236,NOP,@,ORL,L (-15),0,22:37,1,8,.125,0,4,.000,1,1,1.000,1,2,3,4,0,0,1,0,3,0.9,-1,Ryan Anderson,6-9,240lb,1988
32,30,2015-12-31,27-239,NOP,,LAC,L (-6),0,29:14,7,11,.636,1,3,.333,2,2,1.000,0,4,4,0,0,0,0,1,17,12.9,+4,Ryan Anderson,6-9,240lb,1988
33,31,2016-01-02,27-241,NOP,@,DAL,W (+7),0,29:04,4,12,.333,2,6,.333,6,6,1.000,2,6,8,1,1,0,1,1,16,12.7,+1,Ryan Anderson,6-9,240lb,1988
34,32,2016-01-06,27-245,NOP,,DAL,L (-9),0,28:32,2,12,.167,0,6,.000,6,7,.857,0,3,3,0,1,0,0,0,10,3.9,-14,Ryan Anderson,6-9,240lb,1988
35,33,2016-01-08,27-247,NOP,,IND,L (-5),0,36:36,7,17,.412,4,10,.400,3,4,.750,3,3,6,2,3,2,3,3,21,16.1,-4,Ryan Anderson,6-9,240lb,1988
36,34,2016-01-10,27-249,NOP,@,LAC,L (-3),1,42:52,5,14,.357,2,6,.333,4,4,1.000,3,7,10,0,0,0,2,4,16,8.8,-7,Ryan Anderson,6-9,240lb,1988
37,35,2016-01-12,27-251,NOP,@,LAL,L (-4),1,42:23,7,19,.368,1,5,.200,0,1,.000,4,3,7,2,0,1,3,2,15,6.1,+2,Ryan Anderson,6-9,240lb,1988
38,36,2016-01-13,27-252,NOP,@,SAC,W (+12),0,20:06,7,12,.583,4,6,.667,0,1,.000,1,0,1,0,2,0,0,0,18,14.7,+15,Ryan Anderson,6-9,240lb,1988
39,37,2016-01-15,27-254,NOP,,CHO,W (+2),0,28:42,12,19,.632,6,8,.750,2,2,1.000,2,6,8,0,0,0,0,0,32,26.7,+10,Ryan Anderson,6-9,240lb,1988
40,38,2016-01-18,27-257,NOP,@,MEM,L (-2),0,26:47,6,14,.429,2,5,.400,0,0,,1,3,4,0,1,0,0,3,14,8.0,+5,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
41,39,2016-01-19,27-258,NOP,,MIN,W (+15),0,27:01,1,6,.167,1,4,.250,4,4,1.000,0,3,3,0,2,1,3,4,7,2.2,+9,Ryan Anderson,6-9,240lb,1988
42,40,2016-01-21,27-260,NOP,,DET,W (+16),0,30:30,5,9,.556,0,1,.000,3,3,1.000,1,1,2,0,0,0,1,1,13,8.3,+13,Ryan Anderson,6-9,240lb,1988
43,41,2016-01-23,27-262,NOP,,MIL,W (+17),0,34:06,8,20,.400,6,11,.545,1,1,1.000,1,5,6,2,0,0,1,1,23,14.4,+21,Ryan Anderson,6-9,240lb,1988
44,42,2016-01-25,27-264,NOP,,HOU,L (-1),0,37:15,7,20,.350,3,6,.500,5,6,.833,7,2,9,0,0,1,1,0,22,15.6,+5,Ryan Anderson,6-9,240lb,1988
45,43,2016-01-28,27-267,NOP,,SAC,W (+9),1,40:27,13,25,.520,5,11,.455,5,6,.833,3,6,9,4,0,0,1,2,36,28.2,+11,Ryan Anderson,6-9,240lb,1988
46,44,2016-01-30,27-269,NOP,,BRK,W (+2),0,25:54,8,15,.533,5,9,.556,3,4,.750,2,4,6,5,2,1,0,2,24,24.3,+7,Ryan Anderson,6-9,240lb,1988
47,45,2016-02-01,27-271,NOP,,MEM,L (-15),0,29:16,3,9,.333,1,4,.250,2,4,.500,1,2,3,1,1,0,4,0,9,2.1,-13,Ryan Anderson,6-9,240lb,1988
48,46,2016-02-03,27-273,NOP,@,SAS,L (-13),0,30:30,4,9,.444,0,2,.000,2,2,1.000,2,8,10,0,0,0,1,2,10,7.3,-17,Ryan Anderson,6-9,240lb,1988
